text,label,source,original_label,sample_weight
Muslims tried to use Sharia law to influence court decisions in New Jersey and Oklahoma,Fake,LIAR,barely-true,1.0
"Rick Santorum says Rick Perry requested 1,200 earmarks as governor of Texas.",Fake,LIAR,pants-fire,1.0
"Gov. Nathan Deal has taken at least $15,600 from the (Koch brothers), their businesses, and their employees.",Fake,LIAR,false,1.0
"On the VA: Over 300,000 veterans have died waiting for care.",Fake,LIAR,barely-true,1.0
Austin was the site of the first mass shooting in the country.,Fake,LIAR,false,1.0
Obama has proposed 442 tax hikes since taking office.,Fake,LIAR,barely-true,1.0
"Says President Obama was wrong about Muslims historical contributions to mankind, such as algebra (actually that was the ancient Babylonians), the compass (that was the Chinese), pens (the Chinese again) and medical discoveries.",Fake,LIAR,barely-true,1.0
U.S. Sen. Bill Nelson was the deciding vote for the health care law.,Fake,LIAR,barely-true,1.0
"Says Ron Saunders made the choice to stand with Rick Scott on expanding school vouchers, restricting scholarships and giving tax breaks to the wealthy.",Fake,LIAR,false,1.0
"For four years, we balanced the budget and paid off $405 billion in debt.",Fake,LIAR,false,1.0
The Massachusetts health care plan is wildly unpopular among state residents.,Fake,LIAR,false,1.0
"The U.S. ""only ranks 25th worldwide on defense spending as a percentage of GDP.""",Fake,LIAR,barely-true,1.0
"In the early 1980s, Sen. Edward Kennedy secretly offered to help Soviet leaders counter the Reagan administrations position on nuclear disarmament.",Fake,LIAR,barely-true,1.0
Says Kay Hagan supports waivers for friends of Obama and special treatment for Congress and their staffs.,Fake,LIAR,false,1.0
I did not say that I would not have them [Muslims] in my Cabinet.,Fake,LIAR,pants-fire,1.0
On receiving campaign contributions from out-of-state donors,Fake,LIAR,false,1.0
Woodrow Wilson borrowed $30 billion to fund World War I in 1917. That money has not been paid back. And we are still paying interest on it.,Fake,LIAR,barely-true,1.0
"President Barack Obama suggested on national TV that the Democratic health care bill will have government decide that a healthy, 100-year-old woman in need of a pacemaker should take a pain pill instead.",Fake,LIAR,false,1.0
I did not I did not I do not say that. I do not say that climate change is a hoax perpetrated by the Chinese.,Fake,LIAR,barely-true,1.0
I can tell you with certainty (capandtrade)would have a devastating impact on our economy.,Fake,LIAR,false,1.0
"POTUS economists: Stimulus Has Cost $278,000 per job.",Fake,LIAR,false,1.0
"More than 3,000 homicides were committed by illegal aliens over the past six years.",Fake,LIAR,pants-fire,1.0
"If you look at the results of Obamacare, what you see is emergency room visits are up over 50 percent.",Fake,LIAR,barely-true,1.0
We know that Sunday mornings have usually been given over to conservative white men.,Fake,LIAR,barely-true,1.0
Says Pete Gallego went and lobbied after you fired him from Congress.,Fake,LIAR,false,1.0
A recent Department of Labor study guessed Wall Street fees cost a worker 28 percent of the value of your plan over the span of your career.,Fake,LIAR,barely-true,1.0
"China has total control, just about, of North Korea.",Fake,LIAR,barely-true,1.0
Says Jeb Bush once held $1 million in family planning grants hostage until the programs receiving the money agreed not to discuss birth control at all.,Fake,LIAR,barely-true,1.0
The president is advocating a drone strike program in America.,Fake,LIAR,false,1.0
"Obama says Iran is a 'tiny' country, 'doesn't pose a serious threat.'",Fake,LIAR,false,1.0
State Department officials actually directed contracts for the Haitian recovery after the earthquake to friends of the Clintons.,Fake,LIAR,false,1.0
Says Hillary Clinton has been in office and in government longer than anybody else running here tonight.,Fake,LIAR,barely-true,1.0
If Trump had just put his fathers money in a mutual fund ... hed have $8 billion.,Fake,LIAR,false,1.0
"Responding to a major snow event in Atlanta would be like Kansas City, Mo., responding to a major earthquake.",Fake,LIAR,false,1.0
Says Will Rasmussen supported a sales tax as recently as last spring.,Fake,LIAR,false,1.0
Our kids cant openly celebrate Christmas or pray in school.,Fake,LIAR,false,1.0
Mitt Romney is the first major party candidate for president of the United States in modern times not to release at least 12 years of tax returns.,Fake,LIAR,false,1.0
"New jobs numbers are in, and Wisconsin has fallen to dead last in Midwest job growth.",Fake,LIAR,false,1.0
Obamacare puts the federal government between you and your doctor.,Fake,LIAR,false,1.0
Medicare passed with virtually no Republican support.,Fake,LIAR,false,1.0
Says state Senate candidate Monk Elmer voted to exceed the (school district property tax) spending caps.,Fake,LIAR,pants-fire,1.0
The Florida Department of Agricultures website FreshFromFlorida.com can be used to get a permit to carry a loaded hidden gun without ever leaving your house.,Fake,LIAR,false,1.0
The White House promised us that all the spending would keep unemployment under 8 percent.,Fake,LIAR,barely-true,1.0
"I spend a lot of time in Iowa, and believe it or not, in Ottumwa, Iowa, this is the heartland, the newspaper, the regular newspaper for Ottumwa, Iowa, is (a) bilingual newspaper.",Fake,LIAR,false,1.0
"Frankly, (Hillary Clinton) doesnt do very well with women.",Fake,LIAR,pants-fire,1.0
The group that supported the presidents health care bill the most? Latinos.,Fake,LIAR,barely-true,1.0
The state [food stamp call center] program is administered from foreign shores.,Fake,LIAR,barely-true,1.0
By using a little-known loophole ... Obama minions are allowing Nestle Company to export precious fresh water out of Lake Michigan.,Fake,LIAR,barely-true,1.0
The elimination of essentially every automobile would be offset by one volcano exploding.,Fake,LIAR,false,1.0
Says CNN deleted an online poll showing Bernie Sanders won the first Democratic presidential debate to help out Hillary Clinton.,Fake,LIAR,pants-fire,1.0
Says George LeMieux even compared Marco Rubio to Barack Obama.,Fake,LIAR,barely-true,1.0
This is the first time since the Depression that unemployment has stayed above 9 percent for two consecutive years.,Fake,LIAR,false,1.0
State employees will have to pay 100 percent of their pensions and health insurance after 2012.,Fake,LIAR,false,1.0
Says unemployment in Ohio is significantly higher than the unemployment rate in states which are not forced union states and its always been that way.,Fake,LIAR,false,1.0
Tens of thousands of fraudulent Clinton votes found in Ohio warehouse.,Fake,LIAR,pants-fire,1.0
David Alameel is giving thousands of dollars to support the Republican Party candidates including John Cornyn and Greg Abbott.,Fake,LIAR,barely-true,1.0
Says the vaccine to prevent HPV can cause mental retardation.,Fake,LIAR,false,1.0
In Virginia there has been a billion dollars in surplus over the last three years. The legislature has spent less than 1 percent of that on roads.,Fake,LIAR,false,1.0
Independent groups behind ads attacking Democratic candidates are front groups for foreign-controlled companies.,Fake,LIAR,barely-true,1.0
"It will cost $50,000 per enrollee in Obamacare over the next 10 years.",Fake,LIAR,false,1.0
"The Trans-Pacific Partnership was designed for China to come in, as they always do, through the back door and totally take advantage of everyone.",Fake,LIAR,pants-fire,1.0
The United States Senate Democrats and Republicans (voted) to keep our government open.,Fake,LIAR,barely-true,1.0
"Not only is there no scientific evidence that CO2 is a pollutant, higher CO2 concentrations actually help ecosystems support more plant and animal life.",Fake,LIAR,false,1.0
"Im the only candidate in the Democratic primary, or actually on either side, who Wall Street financiers and hedge fund managers are actually running ads against.",Fake,LIAR,pants-fire,1.0
"Studies show that if we opened one reserve in Alaska now, in five years, gas prices could be at $2 a gallon.",Fake,LIAR,false,1.0
"Mitt Romneys and Bain Capitals profits from KB Toys, which later went out of business, were described by the Boston Herald as disgusting.",Fake,LIAR,barely-true,1.0
Says some Austin school district classrooms lack electrical outlets.,Fake,LIAR,pants-fire,1.0
"Says Sen. Robert Cowles, her recall opponent, supported the sale of state-owned power plants not to the highest bidder, but to the biggest donors with no oversight.",Fake,LIAR,pants-fire,1.0
Fidel Castro endorses Obama.,Fake,LIAR,pants-fire,1.0
Says hes never asked for more than inflationary budget increases in his 10 budgets as Milwaukee County sheriff,Fake,LIAR,false,1.0
Says President Barack Obama himself has granted waivers allowing into the United States refugees who provided material support to terrorists.,Fake,LIAR,barely-true,1.0
Says President Barack Obama has not proposed one thing that would change the fact that Warren Buffett pays a lower tax rate than his secretary.,Fake,LIAR,false,1.0
Property taxes are now 18% higher than when(Mark Sharpe)first took office.,Fake,LIAR,false,1.0
"In the past 27 months, President Barack Obama has created more private-sector jobs than in the Reagan recovery.",Fake,LIAR,false,1.0
Fifty percent of Americans will go hungry at some time in their lives.,Fake,LIAR,barely-true,1.0
More Tennesseans have hunting and fishing licenses than vote.,Fake,LIAR,false,1.0
The gun industry isthe only business in America that is wholly protected from any kind of liability.,Fake,LIAR,false,1.0
Fox News said the New Black Panther Party decided the election for Barack Obama.,Fake,LIAR,false,1.0
"Florida's legal challenge of the federal health care bill is ""bipartisan.""",Fake,LIAR,barely-true,1.0
Members of Congress receive full pay retirement after serving one term.,Fake,LIAR,pants-fire,1.0
Social Security is indeed a Ponzi scheme.,Fake,LIAR,false,1.0
"For the first time in history, the Democratic Congress will not allow an increase in the social security COLA (cost of living adjustment).",Fake,LIAR,pants-fire,1.0
"In 2013, the United States accepted 67 percent of the worlds refugees.",Fake,LIAR,barely-true,1.0
"Chris Christie cut equal pay for women, calling it senseless bureaucracy.",Fake,LIAR,barely-true,1.0
I introduced a bill that wouldve helped stop the multimillion-dollar bonus packages that CEOs grab on their way out.. (McCain) opposed that idea.,Fake,LIAR,barely-true,1.0
"In an interview with the Chicago TribunesEditorial Board, Comptroller Leslie Munger says that in order to balance a budget, the state would have to cut social services completely.",Fake,LIAR,false,1.0
Says George Flinn has been a no show at scheduled forums.,Fake,LIAR,false,1.0
John Boehner said the jobs of teachers and nurses and police officers and firefighters are government jobs that werent worth saving.,Fake,LIAR,barely-true,1.0
Three of five detainees swapped (for Bowe Bergdahl) are now ISIS leaders.,Fake,LIAR,pants-fire,1.0
Most tips left at Dunkin Donuts dont go to employees.,Fake,LIAR,false,1.0
"I cast the deciding vote extending Medicaid health care coverage to 50,000 of our fellow citizens,",Fake,LIAR,barely-true,1.0
A public option for health care would end private insurance because the private insurance people will not be able to compete with a government option.,Fake,LIAR,barely-true,1.0
"George Allen had 40,000 earmarks while he was a senator.",Fake,LIAR,false,1.0
Weve had the same leadership in the Travis County DAs office for 30 years.,Fake,LIAR,barely-true,1.0
"When it comes to protesters in Madison, almost all are now from outside of Wisconsin.",Fake,LIAR,false,1.0
"One of the key things about Leonard Lance is that in 2008, when you look at [the] Project Vote Smart website, he was not for guns. Now he has gone too far to the right, saying that you can carry concealed weapons in national parks.",Fake,LIAR,barely-true,1.0
The last time there was a sustained surge of confidence in governments competence was under Ronald Reagan.,Fake,LIAR,false,1.0
Says Gov. Scott Walker said no to equal pay for equal work for women.,Fake,LIAR,false,1.0
Says President Barack Obama is a socialist.,Fake,LIAR,pants-fire,1.0
Every major study that has been done by a legitimate group ...shows that there are hundreds of thousands of jobs to be created if you pass our (cap-and-trade) legislation. And if you wind up pricing carbon.,Fake,LIAR,false,1.0
Eight million Americans have dropped out of the work force since (Barack) Obama became president. ... The real unemployment rate is 19 percent.,Fake,LIAR,barely-true,1.0
"Obamacare is the biggest job-killer in this country -- millions of Americans have lost their jobs, have been forced into part-time work.",Fake,LIAR,pants-fire,1.0
"McCollum admitted he didn't think that the subprime mortgage crisis was a big deal, telling reporters he thought that the subprime collapse had been exaggerated by the media and investors and that 'it's not the end of the world.' ",Fake,LIAR,pants-fire,1.0
Republicans are trying to impeach our president.,Fake,LIAR,barely-true,1.0
Says the Koch brothers want to protect tax cuts for companies that ship our jobs overseas.,Fake,LIAR,false,1.0
I have voted every year in Wisconsin.,Fake,LIAR,false,1.0
Earth has not warmed for the last 17 years.,Fake,LIAR,barely-true,1.0
A Census Bureau worker says he was told to skew information to bring the unemployment rate down as we headed into an election season.,Fake,LIAR,false,1.0
We are winning the popular vote.,Fake,LIAR,barely-true,1.0
It takes as much energy to make a solar panel as it likely generates in its entire life.,Fake,LIAR,pants-fire,1.0
"You have 200,000 to 400,000 military veterans on the street in this country on any given day.",Fake,LIAR,false,1.0
Says Virginia Del. Mark Cole wants schools to check childrens genitals before using bathroom.,Fake,LIAR,false,1.0
"NAFTA allows a lot of trucks from Mexico, for example, to leave there and ... drive straight through without even being inspected.",Fake,LIAR,barely-true,1.0
"In just a few years in office, Sen. Obama has accumulated the most liberal voting record in the Senate.",Fake,LIAR,barely-true,1.0
"In 2011, (the Islamic State) attempted to attack Fort Knox.",Fake,LIAR,false,1.0
Rhode Island didnt ratify the 13th Amendment to the Constitution to pay federal income taxes. So Rhode Island doesnt even have to pay federal income taxes.,Fake,LIAR,pants-fire,1.0
Bill Nelson actually voted in favor of higher taxes 272 times.,Fake,LIAR,false,1.0
Job creation has gotten worse each year that Scott Walker has been governor.,Fake,LIAR,false,1.0
Ive either balanced every budget or we turned back a surplus.,Fake,LIAR,false,1.0
"For the first time since 1990, American manufacturers are creating new jobs.",Fake,LIAR,false,1.0
"Gas prices have doubled because Obama opposed exploring for energy in Alaska. He gave millions of tax dollars to Solyndra, which then went bankrupt. And he blocked the Keystone pipeline. So we will all pay more at the pump.",Fake,LIAR,false,1.0
We have not taken away any rights that have currently existed in any city in North Carolina with the passage of HB2.,Fake,LIAR,false,1.0
Says Ron Wyden spent $2 million to study exotic ants.,Fake,LIAR,false,1.0
Democrats in Congress had control since January of 2007. They haven't passed a law making waterboarding illegal. They haven't gone into any of these things and changed law.,Fake,LIAR,barely-true,1.0
Says Rick Perry wrote a letter supporting Hillarycare.,Fake,LIAR,barely-true,1.0
"Says a man in Ferguson, Mo., was photographed holding a sign that said, No mother should have to fear for her sons life every time he robs a store.",Fake,LIAR,pants-fire,1.0
Glen Sturtevant is against smaller class sizes.,Fake,LIAR,false,1.0
Says a Barack Obama black imposter joke got a standing ovation at San Angelo rodeo.,Fake,LIAR,barely-true,1.0
Boston Marathon bombing suspect Tamerlan Tsarnaev is buried not far from President Kennedys grave.,Fake,LIAR,pants-fire,1.0
"Marco Rubio is a ""Miami lobbyist.""",Fake,LIAR,barely-true,1.0
Our national debt is as low as it has been since World War II.,Fake,LIAR,false,1.0
"Kasichs trade deals cost Ohio thousands of jobs - 49,000 jobs to Mexico, 91,000 to China.",Fake,LIAR,false,1.0
My opponent supported policies that increased tuition by 18 percent.,Fake,LIAR,false,1.0
The spillover violence (from Mexico) in Texas is real and it is escalating.,Fake,LIAR,barely-true,1.0
State government spending will be increase 10.7 percent this year.,Fake,LIAR,barely-true,1.0
Says Gov. Scott Walker is cooking the books by releasing numbers he just dreamed up that show Wisconsin gained jobs in 2011.,Fake,LIAR,false,1.0
On same-sex marriage,Fake,LIAR,false,1.0
"Under energy efficiency legislation sponsored by U.S. Sen. Jeanne Shaheen, federal bureaucrats could take over the local building code enforcement in your city if so-called green mandates are not complied with quickly enough.",Fake,LIAR,false,1.0
"Bill Gunter would drain millions from local public schools, and give our tax dollars to private, for-profit schools run by out-of-state corporations.",Fake,LIAR,barely-true,1.0
Heres something that people never talk about with coach Schiano: Rutgers had the best graduation rate of any Division I football program in America.,Fake,LIAR,false,1.0
Says that President Obama said that Small Businesses Succeed Because of Government.,Fake,LIAR,false,1.0
"In Arizona, there are only one and a half (Border Patrol) agents per every 10 square miles.",Fake,LIAR,false,1.0
Redskins is used historically as a term of respect.,Fake,LIAR,barely-true,1.0
Californias Prop 55 prevents $4 billion in new cuts to our schools.,Fake,LIAR,barely-true,1.0
"When mentioning Villanovas buzzer-beating win in the national championships, Hillary Clinton said: I love those come-from-behind victories.",Fake,LIAR,barely-true,1.0
"Says Harry Reid, when asked about the Republican field, said the Republican he likes the best is Donald Trump, and he said, because I can work with him. Hell cut deals.",Fake,LIAR,false,1.0
"The fact is that although we have had a president who is opposed to abortion over the last eight years, abortions have not gone down.''	abortion	barack-obama	President	Illinois	democrat	70	71	160	163	9	a TV interview with megachurch pastor Rick Warren in Lake Forest, Calif.
2724.json	true	Most of the jobs that we lost were lost before the economic policies we put in place had any effect.	economy,job-accomplishments,jobs,stimulus	barack-obama	President	Illinois	democrat	70	71	160	163	9	an interview on The Daily Show with Jon Stewart""",Fake,LIAR,false,1.0
State employees are actually going to get a pay raise.,Fake,LIAR,false,1.0
"Under the administration of Gov. Scott Walker, northern Wisconsins mining economy is moving forward and more people are getting good, high-paying jobs.",Fake,LIAR,barely-true,1.0
A proposed San Antonio ordinance will allow men into womens restrooms in the city.,Fake,LIAR,false,1.0
The U.S. Supreme Court struck down Wisconsins photo ID election law,Fake,LIAR,false,1.0
"Nothing was done. I mean, $25 million was spent, but we dont have that (gun ownership)database.",Fake,LIAR,pants-fire,1.0
"Says there were multiple instances of voter fraud in Wood County, Ohio.",Fake,LIAR,pants-fire,1.0
George Allens flat tax plan would actually shrink revenues further thanthe Perry (flat tax) plan.,Fake,LIAR,false,1.0
"1928 was last time Republicans had the White House, the House and the Senate.",Fake,LIAR,false,1.0
Scott Walker had a 2.3 GPA when he was asked to leave Marquette University for cheating.,Fake,LIAR,false,1.0
Says the Department of Defense changed its definitions of al-Qaeda and the Taliban making it so almost anybody can be loosely associated with the groups.,Fake,LIAR,barely-true,1.0
Says the Obama administration plans to reduce the number of beds devoted to holding individuals violating immigration laws and to release hundreds of dangerous criminals into our communities.,Fake,LIAR,barely-true,1.0
Says Bernie Sanders is going to tax you people at 90 percent.,Fake,LIAR,pants-fire,1.0
The Congressional Budget Office has already doubled its estimate for the cost (of Obamacare) so far from roughly $800 billion to $1.7 trillion.,Fake,LIAR,false,1.0
"During the Monica Lewinsky scandal, the Clintons brought the Rev. Jeremiah Wright to the White House for ""spiritual counseling.""",Fake,LIAR,false,1.0
On support for the Export-Import Bank,Fake,LIAR,false,1.0
"Obama voted for ""tax subsidies and giveways"" that have slowed oil companies from pursuing clean energy sources.",Fake,LIAR,barely-true,1.0
Medicare officials have treated Humana and AARP inconsistently on how they can communicate with seniors.,Fake,LIAR,false,1.0
"The stimulus bill includes ""$300,000 for a sculpture garden in Miami.""",Fake,LIAR,pants-fire,1.0
U.S. Senate candidate Jack Kingston spent our tax dollars on thousands of wasteful earmarks.,Fake,LIAR,barely-true,1.0
"Maj. Nidal Hasan, the man accused of the Fort Hood shootings, ""was an ADVISOR to the Obama Administration.""",Fake,LIAR,pants-fire,1.0
"Its not true that since hes been the president, executions in Iran have increased by four times.",Fake,LIAR,false,1.0
"Amendments (Hillary Clinton) supported and voted for in 2006, she no longer supported in 2008, showing she changed positions on an India nuclear deal.",Fake,LIAR,false,1.0
President Obamas refusal to grant permits for offshore drilling is one reason gasoline prices are soaring.,Fake,LIAR,pants-fire,1.0
Says in Newark were paying 80 percent of the school budget from local property taxes.,Fake,LIAR,false,1.0
"Says President Barack Obama has taken less vacation days than any other president in a generation, while Congress has taken more vacation days than any other Congress in history.",Fake,LIAR,pants-fire,1.0
President Barack Obama said at the beginning of the negotiations that the basic approach was to dismantle Irans nuclear program in exchange for dismantling the sanctions.,Fake,LIAR,false,1.0
The White House branded the memorial service for the Tucson shootings with a Together We Thrive logo and slogan.,Fake,LIAR,false,1.0
The growth in health care costs has been reined in through the Affordable Care Act.,Fake,LIAR,barely-true,1.0
Patrick Rose voted to explore a state income tax.,Fake,LIAR,pants-fire,1.0
There would be tens of thousands of jobs created if President Barack Obama approved the Keystone XL pipeline.,Fake,LIAR,barely-true,1.0
"If the U.S. didnt borrow $1.2 trillion every year to fund government operations, that money would be available for entrepreneurs and business people to put to work creating jobs and building and expanding their businesses.",Fake,LIAR,false,1.0
More businesses went out of business last year than were started for the first time in our history.,Fake,LIAR,false,1.0
"When those restrictions expire (in the Iran nuclear deal), Iran will have an industrial-size military nuclear capability ready to go.",Fake,LIAR,false,1.0
North Carolina spent almost as much as it spends on government rape crisis programs in a year to convene a special session for HB2.,Fake,LIAR,barely-true,1.0
On allowing Shelby Countys schools merger commission to finish work before allowing any new merger legislation.,Fake,LIAR,false,1.0
"Remember that developers are forced to use the 195 land union contractors, so tap an extra $10 million into any construction project.",Fake,LIAR,false,1.0
"Says Ted Strickland supported giving $150 billion to Iranian regime that persecutes women, Christians and gays.",Fake,LIAR,false,1.0
"In 2006, I went out and authored a letter with 24 other senators asking for major reform of Freddie and Fannie, warning of a meltdown and a bubble in the housing market.",Fake,LIAR,barely-true,1.0
"The nearly six-year delay in approving Keystone is costing Americans more than 100,000 jobs.",Fake,LIAR,false,1.0
Says the national heath care reform is a government takeover of health care.,Fake,LIAR,pants-fire,1.0
The Green Bay Packers are a socialist organization.,Fake,LIAR,barely-true,1.0
"Californias marijuana legalization initiative, Prop. 64 allows marijuana smoking ads in prime time, on programs with millions of children and teenage viewers.",Fake,LIAR,barely-true,1.0
Says Donald Trumps presidential victory was an electoral landslide.,Fake,LIAR,false,1.0
The Obama administration shut down the Amber Alert program because of the government shutdown.,Fake,LIAR,false,1.0
"We have trade agreements with 20 countries, and we have trade surpluses with each one of those 20.",Fake,LIAR,false,1.0
"Says Obama wants to redesign the American flag ""to better offer our enemies hope and love.""",Fake,LIAR,pants-fire,1.0
Says President Barack Obama has not raised taxes.,Fake,LIAR,false,1.0
"You cant read a speech by George Washington . . . without hearing him reference God, the Almighty.",Fake,LIAR,false,1.0
"Says Ted Cruz said, There is no place for gays or atheists in my America. None. Our Constitution makes that clear.",Fake,LIAR,pants-fire,1.0
"After Fahrenheit 9/11 came out, ""Bush's approval rating never was better, it only got worse.""",Fake,LIAR,barely-true,1.0
"We have ten different tax brackets and if youre making $9,000, youre already in the top tax bracket.",Fake,LIAR,false,1.0
My position hasnt changed on using executive authority to address immigration issues.,Fake,LIAR,false,1.0
14 percent of noncitizens are registered to vote.,Fake,LIAR,false,1.0
"Donald Trump Protester Speaks Out: I Was Paid $3,500 To Protest Trumps Rally.",Fake,LIAR,pants-fire,1.0
The average person who gets the minimum wage in America is 35 years old.,Fake,LIAR,barely-true,1.0
"Says state Sens. Greg Evers, Nancy Detert and Charles Dean got a failing grade from conservatives.",Fake,LIAR,barely-true,1.0
Says Sen. Pat Toomey even tried to shut down the federal government in order to eliminate funding for Planned Parenthood.,Fake,LIAR,barely-true,1.0
HIV/AIDS among women is skyrocketing in Austin.,Fake,LIAR,false,1.0
"Ken Hodges badly botched this investigation and, as a result, justice wasnt done in this case.",Fake,LIAR,false,1.0
Providences port is 200 miles closer to Europe than any other Eastern port.,Fake,LIAR,false,1.0
Says there are more federal dollars in Gov. John Kasichs budget plan than in the previous state budget.,Fake,LIAR,barely-true,1.0
"Rep. Carol Shea-Porter votes with Nancy Pelosis Democrats 95 percent of the time, but Frank Guinta will take on both parties and has independent New Hampshire values.",Fake,LIAR,barely-true,1.0
Hillary Clinton believed NAFTA was a 'boon' to our economy.,Fake,LIAR,false,1.0
On in-state tuition for illegal immigrants.,Fake,LIAR,false,1.0
Says critics called the original GI Bill welfare.,Fake,LIAR,barely-true,1.0
"Dan Gecker voted to double vehicle registration fees, costing (Chesterfield) county residents over $6 million annually.",Fake,LIAR,false,1.0
GOP candidate for governor Nathan Deal is a former Clinton Democrat.,Fake,LIAR,barely-true,1.0
I didnt raise taxes once.,Fake,LIAR,false,1.0
The Air Force wants taxpayers to fund a fantasy football league.,Fake,LIAR,false,1.0
There is no clinical evidence that vaccinating healthcare workers protects patients.,Fake,LIAR,false,1.0
The (State Board of Administration) transparency issue got a great airing the last legislative session.,Fake,LIAR,false,1.0
This is not a mosque. Its a cultural center that has a prayer area.,Fake,LIAR,false,1.0
Road construction bids are coming in at the lowest in the modern era.,Fake,LIAR,barely-true,1.0
President Obama . . . wants to mandate circumcision.,Fake,LIAR,pants-fire,1.0
"Governing magazine has estimated that in the states that dont expand Medicaid, a minimum, they said of 40 percent of rural hospitals will close in those states...",Fake,LIAR,false,1.0
Weve got a personal tax system thats so complicated it costs Americans about $500 billion a year to comply with the current tax code.,Fake,LIAR,barely-true,1.0
Says Romney invested in a firm that made goods in China that could have been made here in America.,Fake,LIAR,barely-true,1.0
Trumps Health Secretary Pick Wants a Medicare Phaseout by Summer 2017.,Fake,LIAR,false,1.0
Mayor White has major stake in Barnett Shale production company.,Fake,LIAR,barely-true,1.0
Obama Signs Bill Forgiving All Student Loan Debt.,Fake,LIAR,pants-fire,1.0
Says Bill Nelson cast the deciding vote for Obamacare cutting Medicare spending by $700 billion and letting an unelected board decide what gets covered here.,Fake,LIAR,barely-true,1.0
Says your Legislative Assembly was within one vote of enacting each of those bills into Oregon law.,Fake,LIAR,false,1.0
"In the last 10 years, only one piece of legislation has been cosponsored and passed by John Duncan Jr.",Fake,LIAR,pants-fire,1.0
For the last decade the climate has been cooling.,Fake,LIAR,false,1.0
"If Gov. Rick Scott activates the National Guard in anticipation of a federal disaster, the states costs, including the costs to recall any furloughed guardsmen, will be fully reimbursable by FEMA.",Fake,LIAR,barely-true,1.0
ACORN could get up to $8.5 billion more tax dollars despite being under investigation for voter registration fraud in a dozen states.,Fake,LIAR,false,1.0
"Historically, the Social Security tax has been assessed on about 90% of U.S. income. Now it captures 83% because theres been such a growth of income among the highest earners.",Fake,LIAR,barely-true,1.0
The United States was not one of 16 countries where David Perdue said in his Pillowtex deposition that he created jobs.,Fake,LIAR,barely-true,1.0
A 5-cent charge on paper bags is a tax.,Fake,LIAR,false,1.0
The health care numbers are going up.,Fake,LIAR,barely-true,1.0
"A grant for $5,000 [from the Governors Workforce Board] went to teach an employee at a company that makes ornamental business card holders how to use Facebook and Twitter.",Fake,LIAR,barely-true,1.0
"Challenger Tim Tuggey is a lobbyist who donated over $41,000 to Democrats who support abortion and same-sex marriage.",Fake,LIAR,barely-true,1.0
"Thompson ""voted against $250,000 caps on damages (and) almost anything that would make our legal system fairer.""",Fake,LIAR,barely-true,1.0
AARP is endorsing the health care reform bill.,Fake,LIAR,barely-true,1.0
One-hundred times as many people worked their way from poverty into the American middle class during his presidency compared to Ronald Reagans presidency.,Fake,LIAR,barely-true,1.0
"Under President Barack Obama, the United States has doubled our exports.",Fake,LIAR,false,1.0
"Say Matt Wand cut Troutdale police, created a slush fund for himself.",Fake,LIAR,pants-fire,1.0
Personal income is growing faster in Tennessee on average than any other state in the country.,Fake,LIAR,false,1.0
Lincoln Chafee voted with President George W. Bush and the conservative leadership 76% of the time.,Fake,LIAR,barely-true,1.0
"Pls refer to Jan.1 tax changes appropriately: theyre OBAMA TAX HIKES theyll slam every Americans savings, investments job opportunity",Fake,LIAR,false,1.0
One third of all federal prisoners today are illegal immigrants.,Fake,LIAR,barely-true,1.0
Says he helped lead an outside audit thatll save (Milwaukee County) taxpayers over $200 million.,Fake,LIAR,false,1.0
The birther movement was started by Hillary Clinton in 2008. She was all in!,Fake,LIAR,false,1.0
"You cant get on an airplane, but more than 2,000 people on that list have been able to buy a gun.",Fake,LIAR,barely-true,1.0
On a bipartisan task force on ways to improve fiscal policy.,Fake,LIAR,false,1.0
"Democratic tax hikes led $70 billion of wealth to leave New Jersey between 2004 and 2008, and mainly relocate to Florida, North Carolina, Virginia and Pennsylvania.",Fake,LIAR,barely-true,1.0
"I have a perfect voting record from organizations like the Veterans of Foreign Wars, the American Legion and all the other veterans service organizations.",Fake,LIAR,false,1.0
Florida Democrats just voted to impose Sharia law on women.,Fake,LIAR,pants-fire,1.0
Withheld union dues fund half of Dem (Democratic) campaigns in Florida.,Fake,LIAR,pants-fire,1.0
"Barack Obama's health care plan ""will cost taxpayers $1,700 more to cover each new person.""",Fake,LIAR,barely-true,1.0
The National Rifle Association was founded by religious leaders who wanted to protect freed slaves from the Ku Klux Klan.,Fake,LIAR,pants-fire,1.0
Rob Cornilles supports privatizing Medicare.,Fake,LIAR,barely-true,1.0
Says an appointed board created under Obamacare will have the ability to come between you and your doctor in determining the best treatment options for you!,Fake,LIAR,false,1.0
Taxpayers subsidize 80 percent of each MARTA trip,Fake,LIAR,barely-true,1.0
"With his proposal to cut income and property taxes, Scott Walker is increasing the state deficit at a time when borrowing is already at record levels.",Fake,LIAR,barely-true,1.0
"The average (public school) teacher in Wisconsins making $89,000 a year in salary and benefits.",Fake,LIAR,false,1.0
We know that President Obama stole over $500 billion out of Medicare to switch it over to Obamacare.,Fake,LIAR,barely-true,1.0
The stimulus created zero jobs.,Fake,LIAR,pants-fire,1.0
On using the Strategic Petroleum Reserve.,Fake,LIAR,false,1.0
This is the worst jobs recovery since the Great Depression.,Fake,LIAR,false,1.0
"Says 23 percent of ninth graders in Newark will graduate with a high school diploma in four years and we spend $100,000 on their education in those four years, more than is spent on any other set of students in the United States.",Fake,LIAR,barely-true,1.0
